"","country","gender","health","happy","id","news","internet","polintr","cptppola","trstplt","trstprt","trstsci","vote","trstprl","lrscale","stfdem","stfhlth","stfedu","freehms","hmsacld","atcherp","agea","education","unemployd","partnr_educ","happy_scaled","health_centered"
"7559","FI","Male",2,9,19314,45,5,2,2,8,8,9,1,9,7,9,8,9,2,2,8,41,323,0,800,0.906354018105718,-0.246007984031936
"7560","FI","Female",1,9,19322,60,5,3,1,5,5,9,1,6,6,7,9,6,1,2,7,68,323,0,NA,0.906354018105718,-1.24600798403194
"7561","FI","Male",1,9,19332,30,5,1,4,3,5,8,1,6,7,9,9,8,1,1,4,24,620,0,NA,0.906354018105718,-1.24600798403194
"7562","FI","Female",1,10,19339,30,5,1,3,6,7,9,3,9,NA,10,7,8,2,1,7,15,113,0,NA,1.39338006756749,-1.24600798403194
"7563","FI","Male",1,9,19342,60,5,2,3,6,7,9,1,9,7,9,10,7,1,2,8,50,800,0,800,0.906354018105718,-1.24600798403194
"7564","FI","Female",2,8,19350,180,5,1,2,7,5,7,1,7,8,8,6,8,1,1,9,69,520,0,NA,0.419327968643947,-0.246007984031936
"7565","FI","Male",2,9,19404,90,5,2,4,8,7,9,1,8,8,9,7,8,1,1,5,32,423,0,610,0.906354018105718,-0.246007984031936
"7566","FI","Male",2,6,19414,60,5,2,2,6,6,8,1,8,6,8,3,7,2,3,6,51,720,0,520,-0.554724130279594,-0.246007984031936
"7567","FI","Male",2,8,19423,150,5,2,3,7,7,9,1,8,8,9,9,8,2,2,8,80,113,0,113,0.419327968643947,-0.246007984031936
"7568","FI","Male",2,8,19433,15,5,2,2,7,7,9,2,8,5,8,7,8,2,4,7,40,323,1,323,0.419327968643947,-0.246007984031936
"7569","FI","Male",2,9,19438,30,5,2,4,6,7,9,1,9,7,9,8,7,2,2,6,50,710,0,NA,0.906354018105718,-0.246007984031936
"7570","FI","Male",3,7,19444,1,4,3,1,4,4,NA,2,2,4,5,6,8,2,3,NA,65,323,0,NA,-0.0676980808178235,0.753992015968064
"7571","FI","Male",1,8,19446,60,5,2,3,8,7,9,1,8,7,8,9,9,1,2,6,46,610,0,720,0.419327968643947,-1.24600798403194
"7572","FI","Male",1,8,19463,120,5,2,2,2,2,4,1,7,8,4,7,7,2,2,6,67,113,0,213,0.419327968643947,-1.24600798403194
"7573","FI","Female",3,9,19471,30,5,2,3,7,7,10,1,7,3,10,8,9,1,1,10,38,610,1,323,0.906354018105718,0.753992015968064
"7574","FI","Male",4,2,19475,60,1,2,1,5,4,9,2,4,3,3,9,8,1,1,5,56,213,0,NA,-2.50282832812668,1.75399201596806
"7575","FI","Male",3,8,19476,70,1,2,2,7,7,7,1,9,5,8,8,9,3,4,6,79,323,0,323,0.419327968643947,0.753992015968064
"7576","FI","Male",1,8,19480,60,5,2,4,1,4,8,2,3,7,3,9,1,1,1,2,24,323,0,NA,0.419327968643947,-1.24600798403194
"7577","FI","Female",3,7,19488,15,5,3,2,3,3,6,1,4,7,5,10,8,2,3,7,55,213,0,520,-0.0676980808178235,0.753992015968064
"7578","FI","Male",2,8,19493,120,5,3,2,7,7,9,1,8,6,8,9,8,2,2,7,71,313,0,213,0.419327968643947,-0.246007984031936
"7579","FI","Female",2,8,19501,15,5,2,2,7,6,9,2,6,5,8,9,8,2,2,8,35,610,0,313,0.419327968643947,-0.246007984031936
"7580","FI","Female",4,8,19505,60,1,4,1,3,NA,5,1,NA,10,NA,8,5,3,3,NA,85,113,0,323,0.419327968643947,1.75399201596806
"7581","FI","Female",2,7,19508,0,5,4,3,6,6,7,3,8,NA,9,7,9,2,2,4,19,313,0,NA,-0.0676980808178235,-0.246007984031936
"7582","FI","Male",2,9,19511,180,4,2,2,5,5,8,1,7,8,9,9,9,2,3,8,78,520,0,113,0.906354018105718,-0.246007984031936
"7583","FI","Male",2,8,19519,60,5,2,2,4,4,8,1,5,8,5,6,7,2,3,8,74,800,0,720,0.419327968643947,-0.246007984031936
"7584","FI","Female",3,10,19545,60,5,3,1,8,5,8,1,0,10,9,7,10,3,3,1,84,113,0,NA,1.39338006756749,0.753992015968064
"7585","FI","Female",2,8,19597,0,4,3,1,7,7,6,NA,6,5,7,7,8,2,2,7,22,323,0,NA,0.419327968643947,-0.246007984031936
"7586","FI","Female",2,7,19608,30,5,3,2,1,1,4,2,2,5,3,4,8,3,5,7,38,323,0,323,-0.0676980808178235,-0.246007984031936
"7587","FI","Female",2,5,19610,30,5,2,1,5,6,8,2,8,3,9,5,7,1,1,6,31,720,1,NA,-1.04175017974137,-0.246007984031936
"7588","FI","Male",1,9,19618,60,5,2,4,10,9,10,1,10,8,10,10,8,1,1,8,24,620,0,NA,0.906354018105718,-1.24600798403194
"7589","FI","Female",2,8,19622,60,1,2,1,7,7,8,1,8,8,9,8,9,1,4,8,85,323,0,720,0.419327968643947,-0.246007984031936
"7590","FI","Female",2,9,19624,60,5,2,2,8,8,9,1,8,5,9,9,9,2,3,8,59,520,0,323,0.906354018105718,-0.246007984031936
"7591","FI","Female",2,7,19627,15,5,2,3,3,3,8,1,3,8,2,7,7,1,2,3,52,323,0,213,-0.0676980808178235,-0.246007984031936
"7592","FI","Female",2,9,19643,120,3,2,2,7,7,7,1,8,8,7,7,9,3,5,9,82,213,0,NA,0.906354018105718,-0.246007984031936
"7593","FI","Female",3,8,19678,120,5,2,4,7,7,7,1,8,9,8,8,6,2,2,9,46,720,0,323,0.419327968643947,0.753992015968064
"7594","FI","Female",2,10,19699,90,5,2,2,8,8,8,1,9,3,9,9,9,2,3,8,65,520,0,323,1.39338006756749,-0.246007984031936
"7595","FI","Male",2,9,19705,10,5,2,4,8,8,9,3,9,4,9,8,7,1,1,8,17,213,0,NA,0.906354018105718,-0.246007984031936
"7596","FI","Male",2,9,19713,15,5,3,3,7,7,9,1,8,7,9,7,9,2,3,7,69,520,0,520,0.906354018105718,-0.246007984031936
"7597","FI","Male",4,2,19714,20,1,3,1,1,2,6,2,3,7,4,5,5,3,3,3,72,323,0,NA,-2.50282832812668,1.75399201596806
"7598","FI","Female",2,8,19720,15,3,2,3,3,6,6,1,3,8,2,5,6,2,4,6,62,323,0,323,0.419327968643947,-0.246007984031936
"7599","FI","Female",2,9,19721,210,5,2,4,7,6,8,1,6,4,8,7,8,2,3,4,40,720,0,323,0.906354018105718,-0.246007984031936
"7600","FI","Female",2,8,19738,60,5,3,2,6,7,8,3,8,5,9,8,8,1,1,9,16,213,0,NA,0.419327968643947,-0.246007984031936
"7601","FI","Male",3,5,19761,60,4,3,2,5,5,8,2,8,4,7,5,8,2,3,3,57,520,0,720,-1.04175017974137,0.753992015968064
"7602","FI","Male",2,6,19764,60,2,2,1,3,1,2,1,3,3,8,1,NA,2,3,5,62,NA,0,NA,-0.554724130279594,-0.246007984031936
"7603","FI","Male",1,8,19771,60,5,1,3,8,8,9,1,9,4,8,7,9,2,1,7,49,520,0,610,0.419327968643947,-1.24600798403194
"7604","FI","Male",3,9,19796,30,5,2,2,5,4,8,1,7,10,7,8,7,2,4,7,81,620,0,720,0.906354018105718,0.753992015968064
"7605","FI","Female",2,8,19804,60,3,2,2,6,7,7,1,7,8,7,8,9,1,2,8,74,213,0,NA,0.419327968643947,-0.246007984031936
"7606","FI","Female",3,10,19839,90,1,1,2,8,5,9,1,8,9,8,9,8,1,5,6,90,323,0,NA,1.39338006756749,0.753992015968064
"7607","FI","Female",2,10,19850,90,5,2,2,8,8,10,1,8,8,7,9,9,1,1,5,46,610,0,720,1.39338006756749,-0.246007984031936
"7608","FI","Female",3,7,19856,0,5,4,2,6,6,7,1,8,5,7,9,9,2,2,4,41,710,0,323,-0.0676980808178235,0.753992015968064
"7609","FI","Female",1,10,19865,45,5,2,4,7,8,9,1,9,1,8,8,10,1,1,8,40,423,0,800,1.39338006756749,-1.24600798403194
"7610","FI","Female",2,9,19875,30,5,2,2,7,8,9,1,8,5,9,9,8,1,1,7,54,423,0,323,0.906354018105718,-0.246007984031936
"7611","FI","Male",2,9,19884,60,5,2,3,2,2,5,1,3,9,2,8,7,2,2,8,40,610,0,NA,0.906354018105718,-0.246007984031936
"7612","FI","Male",2,9,19892,60,5,2,3,6,5,9,1,5,3,6,7,9,1,1,7,33,323,0,610,0.906354018105718,-0.246007984031936
"7613","FI","Female",1,9,19895,30,5,2,2,7,7,8,1,8,5,8,7,9,3,4,8,41,620,0,323,0.906354018105718,-1.24600798403194
"7614","FI","Female",3,8,19897,30,5,3,2,5,6,7,1,7,NA,8,7,9,1,1,5,32,720,0,610,0.419327968643947,0.753992015968064
"7615","FI","Female",2,8,19903,40,5,2,4,7,7,8,1,7,5,8,8,7,2,2,9,55,620,0,NA,0.419327968643947,-0.246007984031936
"7616","FI","Female",3,10,19911,30,5,3,3,9,8,9,1,10,5,8,9,10,1,1,9,64,520,0,610,1.39338006756749,0.753992015968064
"7617","FI","Female",2,9,19949,140,5,3,1,4,5,8,1,6,5,5,7,10,1,1,5,30,323,0,610,0.906354018105718,-0.246007984031936
"7618","FI","Male",3,8,19960,30,5,3,2,7,7,9,1,8,8,8,8,9,2,4,7,60,620,0,NA,0.419327968643947,0.753992015968064
"7619","FI","Male",2,9,19970,120,5,1,4,8,8,9,1,9,2,10,8,9,2,2,8,33,610,0,NA,0.906354018105718,-0.246007984031936
"7620","FI","Female",1,10,19980,120,5,2,3,6,5,9,1,2,9,9,10,7,1,2,5,63,610,0,NA,1.39338006756749,-1.24600798403194
"7621","FI","Male",3,9,19985,45,5,2,4,5,6,9,1,8,8,7,9,7,1,2,7,43,610,0,610,0.906354018105718,0.753992015968064
"7622","FI","Male",1,8,20000,30,5,3,3,2,2,8,1,4,8,9,10,8,1,1,7,25,720,0,720,0.419327968643947,-1.24600798403194
"7623","FI","Male",2,8,20013,60,5,1,1,7,7,9,1,8,8,6,8,7,1,2,8,63,720,0,720,0.419327968643947,-0.246007984031936
"7624","FI","Male",2,8,20030,30,5,2,1,6,6,10,1,8,7,9,7,8,2,2,9,81,520,0,NA,0.419327968643947,-0.246007984031936
"7625","FI","Female",2,9,20056,60,5,1,2,8,7,9,1,9,2,9,7,9,1,1,7,29,323,0,323,0.906354018105718,-0.246007984031936
"7626","FI","Female",2,6,20085,15,5,3,1,6,6,8,1,8,6,7,8,8,2,2,7,38,610,0,213,-0.554724130279594,-0.246007984031936
"7627","FI","Male",2,8,20093,30,5,3,3,2,5,6,3,4,6,2,1,7,3,4,7,18,213,0,NA,0.419327968643947,-0.246007984031936
"7628","FI","Male",4,9,20098,60,5,2,2,7,7,8,1,7,7,8,9,7,2,2,8,86,520,0,323,0.906354018105718,1.75399201596806
"7629","FI","Female",2,8,20117,15,5,3,1,6,6,9,1,8,5,9,7,8,1,2,9,42,720,0,423,0.419327968643947,-0.246007984031936
"7630","FI","Male",3,8,20158,120,5,3,5,7,7,8,1,10,5,6,10,8,2,1,8,72,323,0,NA,0.419327968643947,0.753992015968064
"7631","FI","Female",2,7,20193,60,3,3,2,7,6,6,1,7,4,7,2,7,1,2,6,78,0,0,0,-0.0676980808178235,-0.246007984031936
"7632","FI","Male",2,9,20215,60,5,2,2,4,7,9,1,9,1,8,9,10,2,4,7,58,323,0,620,0.906354018105718,-0.246007984031936
"7633","FI","Male",4,8,20241,60,1,2,2,5,8,8,1,5,5,7,8,5,3,3,5,83,113,0,113,0.419327968643947,1.75399201596806
"7634","FI","Male",3,4,20257,60,5,2,3,6,7,9,1,6,2,7,7,8,1,2,8,35,423,0,NA,-1.52877622920314,0.753992015968064
"7635","FI","Female",2,3,20268,60,5,3,1,2,2,8,1,4,5,5,8,8,2,2,5,60,323,0,NA,-2.01580227866491,-0.246007984031936
"7636","FI","Male",2,8,20274,60,5,3,2,2,2,7,1,2,9,5,8,8,1,2,4,25,720,0,620,0.419327968643947,-0.246007984031936
"7637","FI","Female",2,4,20289,15,5,2,2,7,7,9,1,9,5,5,2,3,1,1,8,24,323,0,NA,-1.52877622920314,-0.246007984031936
"7638","FI","Female",1,9,20294,60,5,3,1,4,4,8,1,5,6,7,9,8,2,2,10,35,620,0,610,0.906354018105718,-1.24600798403194
"7639","FI","Male",3,7,20295,30,2,3,1,4,4,6,2,5,4,8,8,8,2,2,6,72,113,0,NA,-0.0676980808178235,0.753992015968064
"7640","FI","Female",1,9,20311,15,5,3,1,7,7,8,2,6,NA,7,8,8,1,1,10,26,323,0,610,0.906354018105718,-1.24600798403194
"7641","FI","Female",1,8,20319,60,5,2,3,7,7,9,1,9,3,10,8,9,5,5,6,29,720,0,720,0.419327968643947,-1.24600798403194
"7642","FI","Male",2,9,20320,60,5,1,4,3,4,8,1,7,1,7,7,8,1,1,7,43,323,0,323,0.906354018105718,-0.246007984031936
"7643","FI","Female",2,10,20331,0,5,4,4,3,3,8,1,5,NA,5,8,10,1,1,10,36,323,0,NA,1.39338006756749,-0.246007984031936
"7644","FI","Female",3,7,20357,90,1,2,1,4,NA,10,1,3,5,7,7,6,1,NA,8,80,323,0,NA,-0.0676980808178235,0.753992015968064
"7645","FI","Female",3,10,20361,30,1,4,2,10,9,NA,1,8,7,9,9,9,3,4,8,81,323,0,113,1.39338006756749,0.753992015968064
"7646","FI","Female",2,8,20374,60,4,2,2,3,3,8,1,5,9,5,9,8,2,3,5,72,323,0,323,0.419327968643947,-0.246007984031936
"7647","FI","Male",3,8,20386,90,5,3,2,7,7,9,1,8,8,8,9,8,1,2,7,48,423,0,323,0.419327968643947,0.753992015968064
"7648","FI","Female",2,9,20388,5,5,2,2,7,7,9,1,7,6,9,8,9,1,1,1,56,520,0,NA,0.906354018105718,-0.246007984031936
"7649","FI","Female",2,8,20390,60,5,2,1,8,7,9,1,8,6,9,9,9,1,1,8,63,213,0,113,0.419327968643947,-0.246007984031936
"7650","FI","Male",2,7,20394,90,5,1,4,4,4,9,3,6,7,5,8,8,1,1,6,18,213,0,NA,-0.0676980808178235,-0.246007984031936
"7651","FI","Female",2,10,20401,5,5,2,2,7,8,7,1,6,10,9,9,8,2,5,8,70,323,0,NA,1.39338006756749,-0.246007984031936
"7652","FI","Female",1,10,20402,30,5,3,2,7,7,8,2,8,3,8,8,9,1,1,6,31,610,0,NA,1.39338006756749,-1.24600798403194
"7653","FI","Female",3,7,20416,60,5,3,3,6,6,8,2,6,3,7,5,8,1,1,8,27,323,0,NA,-0.0676980808178235,0.753992015968064
"7654","FI","Male",3,9,20420,60,1,4,1,5,5,5,2,5,NA,6,7,NA,NA,NA,5,82,113,0,NA,0.906354018105718,0.753992015968064
"7655","FI","Male",4,5,20431,150,1,1,3,4,8,10,1,6,0,9,5,6,1,3,10,73,213,0,NA,-1.04175017974137,1.75399201596806
"7656","FI","Male",4,7,20440,5,5,2,1,3,3,6,1,5,4,8,6,8,1,1,8,28,323,0,NA,-0.0676980808178235,1.75399201596806
"7657","FI","Female",2,9,20452,15,5,3,2,6,6,9,1,8,3,8,7,8,1,1,9,38,620,0,323,0.906354018105718,-0.246007984031936
"7658","FI","Male",2,9,20486,45,5,2,2,7,7,9,1,8,6,7,8,8,2,2,10,59,610,0,610,0.906354018105718,-0.246007984031936
"7659","FI","Female",3,8,20487,60,5,3,2,2,5,8,1,0,8,3,3,5,4,5,5,72,113,0,113,0.419327968643947,0.753992015968064
"7660","FI","Female",2,9,20488,60,5,2,2,8,7,8,1,8,8,8,7,7,2,2,8,69,323,0,323,0.906354018105718,-0.246007984031936
"7661","FI","Male",2,7,20496,10,5,3,1,6,5,6,1,7,6,6,7,8,2,4,7,39,323,0,323,-0.0676980808178235,-0.246007984031936
"7662","FI","Female",3,10,20525,30,5,2,1,6,5,8,1,6,3,9,7,8,1,1,8,70,323,0,620,1.39338006756749,0.753992015968064
"7663","FI","Female",2,9,20536,60,5,2,3,5,6,8,1,7,6,7,6,8,2,2,NA,71,720,0,NA,0.906354018105718,-0.246007984031936
"7664","FI","Male",2,6,20537,180,5,2,3,5,5,6,1,6,7,7,8,7,2,4,8,68,800,0,520,-0.554724130279594,-0.246007984031936
"7665","FI","Female",2,9,20538,30,5,3,1,7,7,9,1,8,6,8,8,9,2,2,9,61,710,0,323,0.906354018105718,-0.246007984031936
"7666","FI","Male",3,9,20543,30,1,3,2,6,5,7,1,7,7,8,3,7,4,4,NA,73,113,0,NA,0.906354018105718,0.753992015968064
"7667","FI","Male",3,10,20556,90,5,2,2,3,3,10,1,7,4,7,9,9,2,2,5,74,323,0,113,1.39338006756749,0.753992015968064
"7668","FI","Male",1,9,20560,30,5,3,2,4,4,8,1,6,7,8,8,8,2,3,4,22,323,0,213,0.906354018105718,-1.24600798403194
"7669","FI","Female",4,6,20565,180,1,3,1,6,5,8,2,7,NA,5,8,8,2,2,9,70,323,0,NA,-0.554724130279594,1.75399201596806
"7670","FI","Female",1,8,20591,90,5,1,3,7,7,8,1,8,5,9,8,8,1,3,8,82,720,0,NA,0.419327968643947,-1.24600798403194
"7671","FI","Female",2,8,20605,30,5,3,2,7,7,8,1,8,7,7,8,8,2,2,7,65,323,0,520,0.419327968643947,-0.246007984031936
"7672","FI","Male",4,7,20619,30,1,4,1,3,2,6,1,2,7,7,8,8,2,4,7,81,213,0,213,-0.0676980808178235,1.75399201596806
"7673","FI","Male",2,9,20625,30,5,1,5,1,2,6,1,2,7,7,7,7,3,5,5,75,720,0,NA,0.906354018105718,-0.246007984031936
"7674","FI","Female",2,7,20651,120,5,2,2,7,7,9,1,8,3,8,7,7,1,2,8,60,720,0,313,-0.0676980808178235,-0.246007984031936
"7675","FI","Male",2,8,20659,90,5,3,1,3,3,7,1,3,5,5,6,6,3,4,7,75,520,0,710,0.419327968643947,-0.246007984031936
"7676","FI","Male",2,7,20661,60,5,2,3,4,5,7,3,7,2,8,9,9,1,1,6,16,213,0,NA,-0.0676980808178235,-0.246007984031936
"7677","FI","Female",3,9,20670,75,5,2,2,7,6,9,1,9,3,8,9,10,1,2,6,59,610,0,720,0.906354018105718,0.753992015968064
"7678","FI","Female",1,9,20673,5,5,4,1,2,2,8,2,1,0,3,8,9,1,1,2,31,323,0,NA,0.906354018105718,-1.24600798403194
"7679","FI","Male",2,7,20686,30,5,3,2,3,3,5,1,6,5,7,4,7,1,1,7,25,610,0,313,-0.0676980808178235,-0.246007984031936
"7680","FI","Female",1,8,20691,885,5,1,4,7,7,9,3,8,3,9,9,9,1,1,8,16,213,0,NA,0.419327968643947,-1.24600798403194
"7681","FI","Male",3,4,20693,60,1,2,1,2,0,5,2,0,5,3,8,8,2,2,3,81,113,0,113,-1.52877622920314,0.753992015968064
"7682","FI","Female",3,7,20697,60,5,2,3,7,7,8,1,8,6,9,8,8,1,1,8,50,720,0,720,-0.0676980808178235,0.753992015968064
"7683","FI","Female",2,9,20712,30,5,3,2,6,6,8,1,7,5,8,7,9,1,1,6,36,610,0,323,0.906354018105718,-0.246007984031936
"7684","FI","Female",3,7,20715,2,2,NA,2,4,4,NA,1,6,NA,NA,6,8,3,4,3,73,213,0,323,-0.0676980808178235,0.753992015968064
"7685","FI","Female",3,8,20719,60,5,2,1,3,4,7,3,3,5,4,4,8,1,1,5,18,213,0,NA,0.419327968643947,0.753992015968064
"7686","FI","Female",3,8,20729,120,4,1,2,7,7,9,1,9,3,8,7,9,1,1,9,74,620,0,NA,0.419327968643947,0.753992015968064
"7687","FI","Female",2,8,20743,60,5,2,3,5,5,8,1,8,8,8,8,8,1,1,7,55,610,0,NA,0.419327968643947,-0.246007984031936
"7688","FI","Male",3,9,20744,15,5,2,2,6,6,7,1,7,3,8,9,8,1,1,8,65,323,0,423,0.906354018105718,0.753992015968064
"7689","FI","Male",2,8,20759,60,4,3,2,5,5,8,1,5,5,7,8,7,2,3,5,72,520,0,520,0.419327968643947,-0.246007984031936
"7690","FI","Female",2,9,20771,15,5,3,2,1,1,9,1,3,4,6,7,7,1,1,7,55,710,0,620,0.906354018105718,-0.246007984031936
"7691","FI","Male",2,7,20776,120,3,2,1,5,4,6,1,9,3,8,8,9,1,1,4,61,323,0,NA,-0.0676980808178235,-0.246007984031936
"7692","FI","Male",1,9,20795,30,5,2,4,7,9,8,1,9,4,9,10,8,1,1,9,41,720,0,800,0.906354018105718,-1.24600798403194
"7693","FI","Male",2,9,20802,30,5,3,2,6,7,9,2,8,7,7,9,8,2,2,6,26,313,0,313,0.906354018105718,-0.246007984031936
"7694","FI","Female",2,8,20828,30,5,3,2,5,5,7,1,6,4,7,7,8,2,2,4,37,323,0,323,0.419327968643947,-0.246007984031936
"7695","FI","Female",2,10,20848,60,5,2,2,6,7,8,1,9,10,6,6,8,4,4,8,41,610,0,NA,1.39338006756749,-0.246007984031936
"7696","FI","Female",2,9,20858,90,5,1,2,5,5,8,1,9,5,9,7,8,1,1,8,72,720,0,800,0.906354018105718,-0.246007984031936
"7697","FI","Male",1,3,20863,122,2,1,3,8,4,6,1,3,8,7,4,8,4,5,8,66,323,0,NA,-2.01580227866491,-1.24600798403194
"7698","FI","Male",3,8,20874,60,5,2,2,5,5,8,1,8,2,8,7,9,1,1,7,63,313,0,NA,0.419327968643947,0.753992015968064
"7699","FI","Male",2,7,20889,30,5,4,2,2,1,8,1,2,5,2,8,8,1,5,1,34,323,0,620,-0.0676980808178235,-0.246007984031936
"7700","FI","Male",2,9,20890,10,5,4,1,1,1,1,1,1,NA,NA,4,8,1,1,3,54,323,0,323,0.906354018105718,-0.246007984031936
"7701","FI","Female",1,10,20906,0,5,4,NA,0,0,10,2,0,0,8,3,10,2,2,0,76,520,0,113,1.39338006756749,-1.24600798403194
"7702","FI","Male",2,8,20920,90,5,1,2,7,7,9,1,8,9,9,9,9,1,2,9,72,323,0,720,0.419327968643947,-0.246007984031936
"7703","FI","Female",4,6,20928,60,5,3,3,6,7,9,3,8,7,8,5,8,1,1,9,16,213,0,NA,-0.554724130279594,1.75399201596806
"7704","FI","Male",2,9,20943,120,5,4,1,6,5,7,2,4,7,5,3,7,1,2,4,38,323,0,323,0.906354018105718,-0.246007984031936
"7705","FI","Male",3,8,20959,60,4,2,2,3,4,8,1,5,5,4,5,9,2,4,6,66,423,0,NA,0.419327968643947,0.753992015968064
"7706","FI","Male",3,6,20961,5,5,3,1,0,0,9,1,0,7,4,6,6,2,5,5,79,113,0,NA,-0.554724130279594,0.753992015968064
"7707","FI","Male",2,8,20962,165,5,2,4,5,4,5,1,6,8,7,7,8,2,3,7,62,720,0,NA,0.419327968643947,-0.246007984031936
"7708","FI","Female",1,9,20964,30,5,3,1,6,6,9,1,8,6,9,7,9,2,4,1,54,323,0,NA,0.906354018105718,-1.24600798403194
"7709","FI","Male",3,6,20976,30,5,3,3,5,5,9,1,9,8,8,6,9,2,2,9,46,323,0,NA,-0.554724130279594,0.753992015968064
"7710","FI","Male",3,9,20979,60,1,2,2,6,4,10,2,8,10,6,7,8,5,4,0,63,213,0,NA,0.906354018105718,0.753992015968064
"7711","FI","Male",2,8,21005,90,5,1,5,4,6,8,1,6,0,6,5,5,1,4,7,50,620,0,NA,0.419327968643947,-0.246007984031936
"7712","FI","Female",1,10,21016,90,5,2,2,5,6,9,1,8,2,7,6,8,1,2,7,53,323,0,213,1.39338006756749,-1.24600798403194
"7713","FI","Male",3,8,21017,30,5,3,3,7,6,7,1,7,7,7,7,7,2,2,7,43,610,0,610,0.419327968643947,0.753992015968064
"7714","FI","Female",3,8,21051,60,1,4,1,0,0,6,2,5,5,4,4,7,3,NA,6,88,323,0,NA,0.419327968643947,0.753992015968064
"7715","FI","Female",1,8,21082,60,5,2,3,8,8,7,1,9,6,8,8,8,2,2,6,52,610,0,NA,0.419327968643947,-1.24600798403194
"7716","FI","Male",2,10,21090,60,5,2,2,5,5,8,1,7,7,7,9,9,4,5,8,40,800,0,610,1.39338006756749,-0.246007984031936
"7717","FI","Male",3,9,21092,120,5,2,4,2,2,7,1,2,10,5,9,8,2,5,2,49,213,0,NA,0.906354018105718,0.753992015968064
"7718","FI","Female",2,8,21093,30,5,3,2,8,6,7,1,8,3,9,9,8,1,1,7,29,323,0,323,0.419327968643947,-0.246007984031936
"7719","FI","Female",3,7,21094,90,5,3,3,6,7,9,2,8,7,7,8,8,2,4,9,56,720,0,720,-0.0676980808178235,0.753992015968064
"7720","FI","Male",3,3,21127,30,3,2,3,7,5,9,1,6,5,7,7,6,1,1,5,68,720,0,NA,-2.01580227866491,0.753992015968064
"7721","FI","Female",3,9,21153,90,5,2,2,5,6,9,1,7,3,9,7,9,1,1,5,36,620,0,720,0.906354018105718,0.753992015968064
"7722","FI","Male",3,7,21167,120,5,2,2,2,2,7,1,3,6,5,5,8,3,4,6,42,323,0,313,-0.0676980808178235,0.753992015968064
"7723","FI","Male",3,5,21186,60,5,3,1,2,4,9,2,2,4,7,4,7,5,4,3,80,423,0,NA,-1.04175017974137,0.753992015968064
"7724","FI","Male",2,9,21195,90,5,2,4,6,7,8,1,8,8,8,6,8,1,3,8,65,800,0,800,0.906354018105718,-0.246007984031936
"7725","FI","Male",2,7,21204,30,5,4,3,4,1,9,1,8,5,7,8,9,5,5,7,42,520,0,NA,-0.0676980808178235,-0.246007984031936
"7726","FI","Male",3,10,21218,180,5,1,4,6,7,10,1,8,4,8,8,8,1,1,8,60,620,0,720,1.39338006756749,0.753992015968064
"7727","FI","Female",1,8,21224,30,5,2,3,7,7,8,1,7,4,7,8,7,1,1,7,44,610,0,423,0.419327968643947,-1.24600798403194
"7728","FI","Female",4,8,21232,120,5,2,1,6,6,7,1,7,4,7,7,8,2,2,7,74,213,0,NA,0.419327968643947,1.75399201596806
"7729","FI","Male",2,9,21235,5,5,2,3,6,7,9,2,7,7,7,8,9,1,1,7,26,323,0,313,0.906354018105718,-0.246007984031936
"7730","FI","Male",3,7,21239,60,5,2,2,5,3,9,1,7,6,8,9,7,1,2,7,30,313,0,313,-0.0676980808178235,0.753992015968064
"7731","FI","Female",1,9,21241,120,5,NA,2,5,5,8,1,5,7,5,5,9,1,1,6,30,620,0,NA,0.906354018105718,-1.24600798403194
"7732","FI","Male",1,9,21244,120,5,2,3,3,3,7,1,3,5,6,5,5,1,1,5,38,323,0,620,0.906354018105718,-1.24600798403194
"7733","FI","Female",3,5,21254,60,2,4,1,2,2,7,2,4,5,7,5,8,NA,NA,3,81,0,0,NA,-1.04175017974137,0.753992015968064
"7734","FI","Female",2,10,21258,90,5,3,NA,6,5,9,1,6,5,9,5,7,1,1,7,53,323,0,323,1.39338006756749,-0.246007984031936
"7735","FI","Male",1,8,21260,15,5,3,2,6,6,10,1,9,3,9,7,8,1,1,8,32,720,0,720,0.419327968643947,-1.24600798403194
"7736","FI","Male",3,9,21264,90,5,2,2,6,6,7,1,6,9,9,7,8,3,4,6,75,520,0,323,0.906354018105718,0.753992015968064
"7737","FI","Female",1,10,21271,60,5,3,NA,2,2,5,1,8,4,9,8,NA,1,1,6,64,520,0,NA,1.39338006756749,-1.24600798403194
"7738","FI","Female",1,9,21285,30,5,2,2,6,5,8,1,7,7,9,8,7,1,1,9,46,720,0,NA,0.906354018105718,-1.24600798403194
"7739","FI","Female",3,10,21294,30,5,2,2,3,5,9,1,5,2,9,9,8,2,4,7,61,520,0,113,1.39338006756749,0.753992015968064
"7740","FI","Male",4,6,21306,60,5,3,2,6,6,8,1,6,4,8,10,9,2,2,6,84,113,0,NA,-0.554724130279594,1.75399201596806
"7741","FI","Female",2,8,21337,60,5,1,3,NA,5,9,1,5,3,8,7,5,1,1,8,44,323,0,313,0.419327968643947,-0.246007984031936
"7742","FI","Male",2,10,21352,180,5,1,3,7,8,7,1,8,1,7,8,8,2,2,6,76,423,0,323,1.39338006756749,-0.246007984031936
"7743","FI","Female",3,9,21369,60,3,4,1,5,5,8,1,8,5,8,9,10,1,1,7,77,323,0,NA,0.906354018105718,0.753992015968064
